S.no,City,Industry,Business Name,Location,Google Ratings,Email,Website ,Phone Number,"Call for (ERP,Website, AI Solutions)",Call date and time,Remarks,Source_File,hfpxzc href,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd 2,doJOZc,W4Efsd 3,W4Efsd 4,W4Efsd 5,W4Efsd 6,UsdlK,lcr4fd href,Cw1rxd,R8c4Qb,Cw1rxd 2,R8c4Qb 2,Jn12ke src,ah5Ghc,W4Efsd 7,Unnamed: 18,Unnamed: 19
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/bada+business+office+manesar/data=!4m7!3m6!1s0x390d3d6b6c18f907:0x3f52fffaf8aa07c!8m2!3d28.3515103!4d76.9427867!16s%2Fg%2F11qh1lqdsd!19sChIJB_kYbGs9DTkRfKCKr_8v9QM?authuser=0&hl=en&rclk=1,bada business office manesar,4.8,-27,Corporate campus,·,,·,"Vasudeva Ground Floor, PLOT NO 490",Open,· Closes 9 pm,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Very good staff""",,,,,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Machinesense+AI+Pvt.+Ldt/data=!4m7!3m6!1s0x390d3d0029137c7d:0x4d34f0c5414402e0!8m2!3d28.3645054!4d76.9352514!16s%2Fg%2F11z4_8_r9n!19sChIJfXwTKQA9DTkR4AJEQcXwNE0?authuser=0&hl=en&rclk=1,Machinesense AI Pvt. Ldt,4.8,-5,Corporate office,·,,Eros Corporate Park,,Open,· Closes 5 pm,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""I’ve had a great experience working with this organization.""",,,,,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Municipal+Corporation+Manesar/data=!4m7!3m6!1s0x390d3d1dc394055d:0x4aec3a792fc0cc76!8m2!3d28.3608767!4d76.9355658!16s%2Fg%2F11ppt1rpj_!19sChIJXQWUwx09DTkRdszAL3k67Eo?authuser=0&hl=en&rclk=1,Municipal Corporation Manesar,2.4,-29,Government office,·,,·,9W6P+964,Open,· Closes 5 pm,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Request authorities to pl  note and resolve at the earliest for residents.""",,,,,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/KP+Reliable+Technique+India+Pvt.+Ltd./data=!4m7!3m6!1s0x390d3e45253ab7c5:0xd93232850c1d9d92!8m2!3d28.3632945!4d76.9345535!16s%2Fg%2F11hdx_9nyn!19sChIJxbc6JUU-DTkRkp0dDIUyMtk?authuser=0&hl=en&rclk=1,KP Reliable Technique India Pvt. Ltd.,3.9,-192,Corporate office,·,,·,"Office No- 501, 5th FloorAmrapali Corporate Hub",Open,· Closes 6 pm,,Website,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""The office environments is clean organized and conducive to productivity""",·,093124 09696,http://reliable-aes.in/,,Directions,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/HSIIDC+Complex+Manesar/data=!4m7!3m6!1s0x390d3c4bdcfbdaa1:0x21f8b8426b80057d!8m2!3d28.3608811!4d76.9355983!16s%2Fg%2F11bwn7k7y1!19sChIJodr73Es8DTkRfQWAa0K4-CE?authuser=0&hl=en&rclk=1,HSIIDC Complex Manesar,4,-535,Association / Organization,·,,·,9W6P+965,Open,· Closes 5 pm,,Website,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""",·,0124 229 1351,https://hsiidc.org.in/activities-and-services/infrastructure-imts/imts-manesar,,Directions,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/SYRMA+SGS+TECNOLOGY+LIMITED/data=!4m7!3m6!1s0x390d3d797e0b122d:0x5904770f6e7d8702!8m2!3d28.3668542!4d76.9301799!16s%2Fg%2F11sy6sqmwp!19sChIJLRILfnk9DTkRAod9bg93BFk?authuser=0&hl=en&rclk=1,SYRMA SGS TECNOLOGY LIMITED,4.2,-79,Corporate office,·,,·,Plot No. 22,Open,· Closes 5:30 pm,,Website,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Jio satp box and jio wifi good""",,,http://www.syrmasgs.com/,,Directions,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Eros+Corporate+Park/data=!4m7!3m6!1s0x390d3c306aaaaaa9:0x3b1d85772332302b!8m2!3d28.3640011!4d76.9352716!16s%2Fg%2F11c53j1qxq!19sChIJqaqqajA8DTkRKzAyI3eFHTs?authuser=0&hl=en&rclk=1,Eros Corporate Park,4.3,-732,Business center,·,,·,"4th Floor, Eros Corporate Park, Nirman Estate Sector 2 Office No, 405-406",Open,· Closes 6:30 am Wed,,Directions,,On-site services,,,,,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Om+Enterprises+Pvt.+Ltd/data=!4m7!3m6!1s0x390d3c334491c655:0x13a315ce3a60f2e8!8m2!3d28.3656798!4d76.9346474!16s%2Fg%2F11hbkj1c8d!19sChIJVcaRRDM8DTkR6PJgOs4VoxM?authuser=0&hl=en&rclk=1,Om Enterprises Pvt. Ltd,4.3,-74,Corporate office,·,,,,Open,· Closes 6 pm,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Very good agency for job..""",,,,,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Maxbros+Ventures+India+Limited/data=!4m7!3m6!1s0x390d3e794dc5b5d1:0x72122f87acf5a61a!8m2!3d28.370614!4d76.913034!16s%2Fg%2F11ckq_4wr3!19sChIJ0bXFTXk-DTkRGqb1rIcvEnI?authuser=0&hl=en&rclk=1,Maxbros Ventures India Limited,4.1,-128,Corporate office,·,,·,Plot No. 162,Open,· Closes 6 pm,,Website,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Good management and well disciplined company.""",,,http://maxbros.in/,,Directions,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Cynergix+solutions+Pvt.+Ltd./data=!4m7!3m6!1s0x390d3d0055f5b0b3:0xfe222d915caae93!8m2!3d28.3643342!4d76.9351973!16s%2Fg%2F11nc44hr_q!19sChIJs7D1VQA9DTkRk67KFdki4g8?authuser=0&hl=en&rclk=1,Cynergix solutions Pvt. Ltd.,5,-2,Corporate office,·,,Eros Corporate Park,,Open,· Closes 6 pm,,Website,,,,,https://cynergix.in/,,Directions,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Sigma+Corporation+Manesar+Unit/data=!4m7!3m6!1s0x390d3e5a4db3738b:0xf682633806dc3a82!8m2!3d28.3697138!4d76.8862654!16s%2Fg%2F11g68zgl1b!19sChIJi3OzTVo-DTkRgjrcBjhjgvY?authuser=0&hl=en&rclk=1,Sigma Corporation Manesar Unit,4.2,-91,Corporate office,·,,·,Unnamed Road,Open,· Closes 6 pm,,Website,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Very good company and its employees""",,,http://www.sigmacorporation.com/,,Directions,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/ITC+Lifestyle+Retailing+Business+Division/data=!4m7!3m6!1s0x390d3c32a86a966b:0x4c2c0bae90b9941e!8m2!3d28.3655854!4d76.929863!16s%2Fg%2F1hhh5dl26!19sChIJa5ZqqDI8DTkRHpS5kK4LLEw?authuser=0&hl=en&rclk=1,ITC Lifestyle Retailing Business Division,4.4,-68,Corporate campus,·,,·,Plot 3,Open,· Closes 5 pm,,Website,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Nice place to work with""",·,0124 448 1111,http://www.itcportal.com/,,Directions,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Kaynes+Technology/data=!4m7!3m6!1s0x390d3dd05138ec0b:0xb3330c42a3e35be0!8m2!3d28.374807!4d76.927357!16s%2Fg%2F11c5st5jrg!19sChIJC-w4UdA9DTkR4Fvjo0IMM7M?authuser=0&hl=en&rclk=1,Kaynes Technology,4.1,-77,Corporate office,·,,·,Plot No :58,Open 24 hours,,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Nice campany & staff""",·,0124 437 0261,,,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Manesar+office/data=!4m7!3m6!1s0x390d3f1a577fdded:0xc2148e9e517ba528!8m2!3d28.3763702!4d76.912838!16s%2Fg%2F11n018qjmf!19sChIJ7d1_Vxo_DTkRKKV7UZ6OFMI?authuser=0&hl=en&rclk=1,Manesar office,5,-4,Corporate office,·,,398,,,,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""I love staff""",,,,,,,
,,,,,,,,,,,,Kareena_Scrapping,"https://www.google.com/maps/place/National+Security+Guard+%28Manesar,+Haryana%29/data=!4m7!3m6!1s0x390d3c6a84b5b5a1:0xd53e0fbb33ea0cbf!8m2!3d28.3441901!4d76.9438065!16s%2Fg%2F11c2nhghrr!19sChIJobW1hGo8DTkRvwzqM7sPPtU?authuser=0&hl=en&rclk=1","National Security Guard (Manesar, Haryana)",4.6,-249,Central Government Office,·,,·,8WVV+MGF,Open 24 hours,,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Good communication staff""",·,011 2566 3199,,,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Haryana+State+Industrial+%26+Infrastucture+Development+Corporation+Ltd/data=!4m7!3m6!1s0x390d3c36aafe5db7:0xfa9370030dc928ba!8m2!3d28.3608859!4d76.9356616!16s%2Fg%2F11g8v519tv!19sChIJt13-qjY8DTkRuijJDQNwk_o?authuser=0&hl=en&rclk=1,Haryana State Industrial & Infrastucture Development Corporation Ltd,5,-1,Government office,·,,·,9W6P+973,Open,· Closes 5 pm,,Directions,,,,,,,,,
,,,,,,,,,,,,Kareena_Scrapping,"https://www.google.com/maps/place/OFFICE+OF+THE+DCP+Manesar,+EOW-2+Manesar+GurugramACP+CRIME+%7C%7C%7C,+CHALLAN+BRANCH%29/data=!4m7!3m6!1s0x390d3d2225aedefb:0xe0fbf750dfb0097c!8m2!3d28.3649092!4d76.9396717!16s%2Fg%2F11k56kfwdx!19sChIJ-96uJSI9DTkRfAmw31D3--A?authuser=0&hl=en&rclk=1","OFFICE OF THE DCP Manesar, EOW-2 Manesar GurugramACP CRIME |||, CHALLAN BRANCH)",4.9,-14,Corporate office,·,,·,9W7Q+XV,Open,· Closes 5 pm,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""DCP office of manesar , eow office is also inside""",,,,,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Denso+International+India+Private+Limited/data=!4m7!3m6!1s0x390d3c2daaeb72e3:0xecccf52989c00222!8m2!3d28.3639813!4d76.9261498!16s%2Fg%2F1tcy78bq!19sChIJ43Lrqi08DTkRIgLAiSn1zOw?authuser=0&hl=en&rclk=1,Denso International India Private Limited,4.3,-933,Corporate office,·,,·,Plot No 3,Open,· Closes 5 pm,,Website,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Best agency and professional staff members.""",·,0124 480 3200,https://www.denso.com/in/en/,,Directions,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Inch+Energy+Private+Limited/data=!4m7!3m6!1s0x390d3c2b9c2f5949:0xf7b0288ee4cda231!8m2!3d28.3631418!4d76.9351002!16s%2Fg%2F11hbhp8cgk!19sChIJSVkvnCs8DTkRMaLN5I4osPc?authuser=0&hl=en&rclk=1,Inch Energy Private Limited,3.6,-8,Corporate office,·,,Amrapali Corporate Hub,,Open,· Closes 5 pm,,Website,,,,,http://www.inchenergy.co.in/,,Directions,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Sector+2+IMT+Manesar/data=!4m7!3m6!1s0x390d3d0017f5bcb5:0xef34588be2c4c680!8m2!3d28.3617102!4d76.9384725!16s%2Fg%2F11z646y6sw!19sChIJtbz1FwA9DTkRgMbE4otYNO8?authuser=0&hl=en&rclk=1,Sector 2 IMT Manesar,,,Corporate office,·,,"9W6Q+M9Q, IMT Manesar Rd",,,,,Directions,,,,,,,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/AN+NEXTGEN+INOVATIONS+PVT+LTD/data=!4m7!3m6!1s0x390d3d0d2d34fa01:0xc985054bbd5841f2!8m2!3d28.3640011!4d76.9352716!16s%2Fg%2F11z2vv1591!19sChIJAfo0LQ09DTkR8kFYvUsFhck?authuser=0&hl=en&rclk=1,AN NEXTGEN INOVATIONS PVT LTD,,,Corporate office,·,,"Erose Corporate Park, 723, Sector 2",,Open,· Closes 6:30 pm,,Directions,,,,,,,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/LUXTREE+INDIA+PVT+LTD/data=!4m7!3m6!1s0x390d3d0012d5f94f:0x6e1ad47c0cea25a9!8m2!3d28.3640011!4d76.9352716!16s%2Fg%2F11ywzyjppw!19sChIJT_nVEgA9DTkRqSXqDHzUGm4?authuser=0&hl=en&rclk=1,LUXTREE INDIA PVT LTD,5,-3,Corporate office,·,,Eros Corporate Park,,,,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Best LED LIGHTING COMPANY""",,,,,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/LIC+Office+Manesar+Gurugram/data=!4m7!3m6!1s0x8c8df710220edcb7:0xbe40ab8580c9159!8m2!3d28.3630141!4d76.9345263!16s%2Fg%2F11vyytr9rz!19sChIJt9wOIhD3jYwRWZEMWLgK5As?authuser=0&hl=en&rclk=1,LIC Office Manesar Gurugram,5,-9,Life insurance agency,·,,"S.N. 46, Ground Floor",·,Open,· Closes 5:30 pm,,Directions,,On-site services,,094666 78844,,,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Uno+Minda+Corporate+IT+office/data=!4m7!3m6!1s0x390d3dcbcecd97d3:0x35f9becb1ea23d35!8m2!3d28.371703!4d76.9382614!16s%2Fg%2F11bwyxvzdt!19sChIJ05fNzss9DTkRNT2iHsu--TU?authuser=0&hl=en&rclk=1,Uno Minda Corporate IT office,4.3,-627,Corporate office,·,,·,Village Nawada Fatehpur,Open now,,,Website,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Overall 4/5
Security staff 2/5
Employees 3/5""",,,https://www.unominda.com/,,Directions,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Tehsil+Manesar/data=!4m7!3m6!1s0x390d3c3157872981:0x4e5c2a8393d468a8!8m2!3d28.361151!4d76.9347122!16s%2Fg%2F1hdzcq78c!19sChIJgSmHVzE8DTkRqGjUk4MqXE4?authuser=0&hl=en&rclk=1,Tehsil Manesar,3.8,-89,Government office,·,,·,9W6M+FV8,Open,· Closes 5 pm,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Looks well organised and clean.""",,,,,,,
,,,,,,,,,,,,Kareena_Scrapping,"https://www.google.com/maps/place/MMT+OFFICE,+Manesar/data=!4m7!3m6!1s0x390d3c335d699021:0x13e71675164eae3a!8m2!3d28.3653482!4d76.9348757!16s%2Fg%2F11fzwgzyfl!19sChIJIZBpXTM8DTkROq5OFnUW5xM?authuser=0&hl=en&rclk=1","MMT OFFICE, Manesar",3,-2,Corporate office,·,,9W8M+4XJ,,,,,Directions,,,,,,,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Amrapali/data=!4m7!3m6!1s0x390d3f003dd1d4fb:0x80ae9c5d29f34eef!8m2!3d28.3629944!4d76.935194!16s%2Fg%2F11w9ljc420!19sChIJ-9TRPQA_DTkR707zKV2croA?authuser=0&hl=en&rclk=1,Amrapali,5,-5,Corporate office,·,,9W7P+53W,,,,,Directions,,,,,,,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/ThreeBond+India+Pvt.+Ltd./data=!4m7!3m6!1s0x390d3e8102cf0891:0x803122c98f28c7f7!8m2!3d28.3617787!4d76.9149811!16s%2Fg%2F11bwxx6xj7!19sChIJkQjPAoE-DTkR98coj8kiMYA?authuser=0&hl=en&rclk=1,ThreeBond India Pvt. Ltd.,4.5,-52,Corporate office,·,,·,"Plot No. -43, Sector 3, IMT Manesar",Open,· Closes 5 pm,,Website,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""No.1 working place""",·,0124 449 9000,http://www.threebondindia.com/,,Directions,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Alsok+India+Private+Limited/data=!4m7!3m6!1s0x390d3c3362e3096d:0x6cce07d487f2891a!8m2!3d28.3640011!4d76.9352716!16s%2Fg%2F11ddzkpw14!19sChIJbQnjYjM8DTkRGonyh9QHzmw?authuser=0&hl=en&rclk=1,Alsok India Private Limited,3.4,-8,Corporate office,·,,·,"Unit No.110-112, 1st floor, Eros Corporate Park, Plot K",Open,· Closes 6 pm,,Website,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Very nice company""",·,0124 229 0612,https://www.alsok.co.in/,,Directions,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Uno+Minda+Limited+Corporate+Office/data=!4m7!3m6!1s0x390d3d6ffffffff9:0x7335e8e08439e178!8m2!3d28.3853899!4d76.9397081!16s%2Fg%2F1tdx72k_!19sChIJ-f___289DTkReOE5hODoNXM?authuser=0&hl=en&rclk=1,Uno Minda Limited Corporate Office,4.3,-723,Corporate office,·,,·,"Nawada, Fatehpur SikanderPur Badda IMT Manesar Gurgaon - Haryana - 122004",Open,· Closes 5:15 pm,,Website,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""The staff's behaviour is very good 👍
The company area is very neat and clean""",,,http://www.unominda.com/,,Directions,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Indicators+Manufacturing+Co./data=!4m7!3m6!1s0x390d3dd03e82496f:0xa2c275c262ed71ca!8m2!3d28.3758888!4d76.9286243!16s%2Fg%2F1tdvn3jy!19sChIJb0mCPtA9DTkRynHtYsJ1wqI?authuser=0&hl=en&rclk=1,Indicators Manufacturing Co.,4.2,-14,Corporate office,·,,"83, 122050",·,Open now,,,Website,,,,098100 48229,http://indicatorsmfg.com/,,Directions,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/NATIONAL+CAREER+ASSOCIATES/data=!4m7!3m6!1s0x390d3d0ea7ec03fd:0x7263184d4cafd705!8m2!3d28.3629682!4d76.9352067!16s%2Fg%2F11jcm5t_pm!19sChIJ_QPspw49DTkRBdevTE0YY3I?authuser=0&hl=en&rclk=1,NATIONAL CAREER ASSOCIATES,4.3,-51,Consultant,·,,Amrapali Corporate Hub,,Open,· Closes 6 pm,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Nice Staff & Job Placement""",,,,,,,
,,,,,,,,,,,,Kareena_Scrapping,"https://www.google.com/maps/place/Kaga+Electronics+India+Pvt.+Ltd,/data=!4m7!3m6!1s0x390d3d7f0ac40029:0x89d470ecd4860f66!8m2!3d28.3641177!4d76.9344556!16s%2Fg%2F11h6ghq1wg!19sChIJKQDECn89DTkRZg-G1Oxw1Ik?authuser=0&hl=en&rclk=1","Kaga Electronics India Pvt. Ltd,",3.3,-3,Corporate office,·,,"44, Eros Corporate Park",·,Open,· Closes 6 pm,,Website,,,,0124 229 1202,https://www.taxan.co.jp/,,Directions,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Manesar+Gurugram/data=!4m7!3m6!1s0x390d3d0011d5f26b:0x7f00beb8f3da34b8!8m2!3d28.3512955!4d76.938659!16s%2Fg%2F11vzcwdts6!19sChIJa_LVEQA9DTkRuDTa87i-AH8?authuser=0&hl=en&rclk=1,Manesar Gurugram,4.3,-3,Corporate office,·,,·,8,,,,Directions,,,,,,,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Inch+Actuata+Private+Limited/data=!4m7!3m6!1s0x390d3c2b9a352125:0x8dc41a23b1497ec7!8m2!3d28.3631418!4d76.9351002!16s%2Fg%2F11f043clxx!19sChIJJSE1mis8DTkRx35JsSMaxI0?authuser=0&hl=en&rclk=1,Inch Actuata Private Limited,5,-5,Corporate office,·,,·,"Unit No. 416,632, Amrapali Corporate Hub",Open,· Closes 6 pm,,Website,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Such a nice place and people.""",·,0124 420 6019,http://www.inchgroup.co.in/,,Directions,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Carbiforce+pvt+ltd/data=!4m7!3m6!1s0x390d3d003be4cd51:0xc169b0c06f2693df!8m2!3d28.3640704!4d76.935275!16s%2Fg%2F11z7q3_wvg!19sChIJUc3kOwA9DTkR35Mmb8CwacE?authuser=0&hl=en&rclk=1,Carbiforce pvt ltd,,,Corporate office,·,,"Carbiforce pvt ltd, Eros Corporate Park, Sector-02",,,,,Directions,,,,,,,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Napino+Auto+%26+Electronics+Limited+%28HO%29/data=!4m7!3m6!1s0x390d3c2ae0732f07:0xf150883ff467dc1b!8m2!3d28.3645693!4d76.9214563!16s%2Fg%2F1th26shb!19sChIJBy9z4Co8DTkRG9xn9D-IUPE?authuser=0&hl=en&rclk=1,Napino Auto & Electronics Limited (HO),4.2,-261,Electronic parts supplier,·,,·,"122 050, Plot No. 7",Open,· Closes 5 pm,,Website,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Nice atmosphere and staff.""",·,0124 417 7200,http://napino.com/,,Directions,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Registrar+office+Manesar/data=!4m7!3m6!1s0x390d3d4d2ed3855b:0x863b50dc6937a30f!8m2!3d28.3611228!4d76.9346997!16s%2Fg%2F11qfl3_zs2!19sChIJW4XTLk09DTkRD6M3adxQO4Y?authuser=0&hl=en&rclk=1,Registrar office Manesar,4.2,-5,Government office,·,,"Department of Revenue, Office of the Sub Registrar, Manesar",,Open,· Closes 5 pm,,Directions,,,,,,,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/RIOT+Ecommerce+Solutions+LLP/data=!4m7!3m6!1s0x390d3d13d84904c3:0x99eabf7df4399dca!8m2!3d28.3640011!4d76.9352716!16s%2Fg%2F11hzym92wt!19sChIJwwRJ2BM9DTkRyp059H2_6pk?authuser=0&hl=en&rclk=1,RIOT Ecommerce Solutions LLP,5,-24,E-commerce service,·,,·,"Office No. 1129, Eros Corporate Park",Open,· Closes 11 pm,,Website,,On-site services,·,099100 69513,https://www.riotecommercesolutions.com/,,Directions,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Honda+R%26D+%28India%29+Private+Limited/data=!4m7!3m6!1s0x390d3dd1fbbe2961:0xf34881e5da5a2418!8m2!3d28.3609684!4d76.9290367!16s%2Fg%2F11k57zpyx2!19sChIJYSm--9E9DTkRGCRa2uWBSPM?authuser=0&hl=en&rclk=1,Honda R&D (India) Private Limited,4.5,-22,Corporate office,·,,·,"Plot No. 2, Technical Center, Distt",Open,· Closes 5:15 pm,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Good office.""",,,,,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Lumax+Industries+Ltd./data=!4m7!3m6!1s0x390d3dd315733da5:0x2a99ed8fa53f4081!8m2!3d28.3673429!4d76.9255502!16s%2Fg%2F11hbq970w9!19sChIJpT1zFdM9DTkRgUA_pY_tmSo?authuser=0&hl=en&rclk=1,Lumax Industries Ltd.,4,-54,Corporate office,·,,·,91B,Open,· Closes 6 pm,,Website,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Lumax 👌 best company""",·,0124 476 0000,https://www.lumaxworld.in/lumaxautotech/locations.html,,Directions,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/SONA+COMSTAR/data=!4m7!3m6!1s0x390d3dca5fd8fc71:0xff694c4f406e5d51!8m2!3d28.367605!4d76.9385409!16s%2Fg%2F11hz8s7nt2!19sChIJcfzYX8o9DTkRUV1uQE9Maf8?authuser=0&hl=en&rclk=1,SONA COMSTAR,4.4,-95,Corporate office,·,,·,"Plot No. 13, SONA BLW Precision Forgings Ltd",Open,· Closes 5 pm,,Website,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Very nice company and management department""",·,0124 476 8200,https://sonacomstar.com/,,Directions,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Municipal+Corporation+Manesar/data=!4m7!3m6!1s0x390d3fea7c3a0c37:0x2aa445e9f6169b7!8m2!3d28.3753241!4d76.8979232!16s%2Fg%2F11s5gsxbq5!19sChIJNww6fOo_DTkRt2lhn15EqgI?authuser=0&hl=en&rclk=1,Municipal Corporation Manesar,4,-34,Government office,·,,·,9VGX+45F Cyberwalk,Open,· Closes 5 pm,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Very efficient staff and cooperative!""",,,,,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Vihaan+Networks+Ltd/data=!4m7!3m6!1s0x390d3dd3aaaaaaab:0xa9fcd42bb68dc8f4!8m2!3d28.3692875!4d76.9302344!16s%2Fg%2F11b772qy4y!19sChIJq6qqqtM9DTkR9MiNtivU_Kk?authuser=0&hl=en&rclk=1,Vihaan Networks Ltd,4.2,-60,Corporate office,·,,·,plot no.31,Open now,,,Website,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Good company  neat and clean""",·,0124 265 7600,http://www.vnl.in/,,Directions,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/AG+Industries+%28Manesar%29/data=!4m7!3m6!1s0x390d3c2adb939e3b:0xa456ace0adf7471f!8m2!3d28.3643221!4d76.9206295!16s%2Fg%2F11fx9lxvg4!19sChIJO56T2yo8DTkRH0f3reCsVqQ?authuser=0&hl=en&rclk=1,AG Industries (Manesar),3.7,-76,Corporate office,·,,·,9W7C+P7C,Open now,,,Website,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Good location""",·,0124 460 4700,https://agindus.com/units/manesar/,,Directions,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/IMMENSE+AUTO+PVT.+LTD./data=!4m7!3m6!1s0x390d3dd3aaaaaaab:0x316ff68f8365217f!8m2!3d28.3672966!4d76.9288472!16s%2Fg%2F11fyxcbdc2!19sChIJq6qqqtM9DTkRfyFlg4_2bzE?authuser=0&hl=en&rclk=1,IMMENSE AUTO PVT. LTD.,4.7,-13,Corporate office,·,,PLOT NO. 38,·,Open,· Closes 6 pm,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Best auto ancillary  in Imt Manesar""",,099999 99132,,,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Cyro+Healthcare+Pvt.+Ltd./data=!4m7!3m6!1s0x390d3dd265b0cb81:0x2d295e85664cf314!8m2!3d28.3691041!4d76.9300392!16s%2Fg%2F11cjp5gqqq!19sChIJgcuwZdI9DTkRFPNMZoVeKS0?authuser=0&hl=en&rclk=1,Cyro Healthcare Pvt. Ltd.,5,-4,Corporate office,·,,"9W9J+J2V, Unnamed Road",·,Open,· Closes 6 pm,,Website,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Thank you once again.""",,0124 421 0594,http://www.cyrohealthcare.com/,,Directions,,
